sentence,cleancontent
so it was so hard to bring my bags to the upstairs ,0
the staff helped me bring it,0
but i am sorry that its not useful  ,0
but great view and the other things is nice ,0
thank you,0
cant rate this hostel highly enough everything i want from a hostel and more,0
great staff great bar great facilities and rooms great large beds with curtains charging and locker built in,0
only downer was its 15 minutes walk to train station but its still walking distance to shibuya so cant complain much ,0
favourite hostel ive ever stayed in,0
i wouldnt recommend this hostel to anyone,0
very overpriced very very small rooms 4 bed dorms are absolutely not big enough for 4 people visibly dirty,1
woke up covered in bed bug bites however i have received a full refund for my stay,1
strange atmosphere,0
location wasnt bad,0
but i am sure you could find better,0
probably the worst hostel i have stayed in,0
the photos do not add up to what youre actually staying in,0
staff were very helpful and the security was excellent,0
the room was very small with not a lot of space for luggage,0
would stay again for a night or two but not long term,0
awesome hostel,0
amazing views and a really lovely atmosphere,0
staff are super friendly and helpful,0
it feels like you are staying at a friends place,0
which isnt bad but can be a little offputting,0
overall i would stay here again,0
clarence park is a nice hostel that is convenient in location to everything in toronto,0
it has a great homey feel that you will most likely not get anywhere else in toronto,0
the staff and residents were extremely friendly and always felt approachable,0
a couple small issues such as the ac not working half the time and was not fixed when asked multiple times bathroom not being attached to inside of the room and a few other minor issues,0
overall a great stay and we would love to come back again,0
i was flying from canada to japan,0
i thought i booked the right date but because of the time change i arrived a day later than intended,0
upon arrival i was told that i was going to be charged 50 dollars for the missed day and another 50 for the only room that was available,0
when i asked them to give me a break they told be they had no control,0
and i should contact hostel world,0
when i did i was refunded my deposit but would need to contact the hostel for the rest of it,0
i feel cheated and lied to,0
the hostel itself is really nice and there are great people,0
so its worth staying if youre a backpacker,0
the beds are not the best bit swinging and the mattresses are very thin,0
however the great wall tour is amazing  special and lone part of the wall bit challenging but totally worth it and also a very good lunch at the end is included,0
conveniently located next to gare du nord,0
the neighbourhood isnt great,0
but its conveniently located to montmartre and the centre,0
food in the restaurant was good and bathrooms and beds were clean and private,1
i really liked two peas it was nice and friendly and the facilities were really nice,0
the location was good not perfect but still very convenient,0
overall a really good stay,0
the key flaws in this hostel were down to the fact it says hostel in the title and not hotel as in there was a lack of atmosphere and the staff seemed a bit confused by us wanting to use their cooking facilities which were literally just a microwave and nothing else,0
the hostel was ok,0
the location was amazing but it would have been cool to know how close things were,0
the atmosphere was soso as people didnt really talk to each other unless you were outside and you have to come in around 11 as to not wake the neighbours,0
if your on a budget good place to stay but if you can spare the extra i recommend you do it,0
the opera hostel is so good nice rooms but left connections for charge phone near the bed,0
the garden is amazing for drink and eat something with friends and relax,0
the breakfast is amazing a lot of foods and many kind and all you can eat i loved this hostel and i advice for everyone i hope come back someday,0
this was my first time staying in a hostel and i loved it,0
we were able to stock up on a big breakfast and were located a short walk from the train station,0
the rooms were clean and you were able to put your valuables away in a locker,1
i stayed in a room with 8 people and we shared a shower and toilet,0
we all became friends and went out together on our last night,0
stayed one night,0
staff super nice but no free breakfast,0
room was a little dirty and the inside looks very old,1
overall pretty good stay,0
firstly,0
this hostel is huge so be prepared to wait in line 45 mins to check in,0
i feel like theyre understaffed in reception,0
the bathrooms werent the cleanest they didnt even have hand soap,1
the cleaners woke me up every morning at 10am pretty much telling me to get out of bed which made my blood boil especially because i wasnt checking out,0
superb location walking distance to many theaters local attractions and underground stops,0
power sockets at every bed along with a light which is great,0
useful luggage storage for when you check out though its a shame that you cannot pay for late check out ,0
rooms are very warm but they do provide a fan that is already in the room for you,0
the bunk bed ladders are some of the worst ive ever experienced though i know it sounds ridiculous,0
but they were the most awkward ladders to get down,0
loved my stay here,0
booked two nights and extended with another two,0
the metro is fairly close,0
cool people at the hostel ,0
owners are just great,0
definitely recommend staying here,0
its not in the super busy part of town which i like cause you know delhi is pretty chaotic,0
good location staff were friendly rooms had everything you need but nothing more  its what i expected from a hostel that costs a bit â‚¬30â‚¬40 but not worth â‚¬70 for a night and then another â‚¬90 for an extra night was definitely not worth it,0
 perhaps one of the best hostels in the world,0
very good hostel good facilities,0
nice calm hostel,0
their towel shipment didnt arrive the day i stayed there,0
they said my towel would come eventually but i never received a towel,0
i asked if i could purchase one to which the front desk clerk shrugged and said i could try to buy one at gar du nord,0
i said forget it and that i would drip dry,0
when the receptionist the next day asked how my stay was i mentioned the towel thing and she offered her apologies and then gave me 2 free breakfast vouchers,0
i was checking out that day,0
so i did not use it,0
staff,0
greathelpful and knowledgable ,0
i travelled alone and met many new friends,0
bar is small but fun,0
i would recommend a 12 bed room or less just for comfort and bathrooms are bigger imo short or long your stay will be fun,0
ultimately leo hostel is an amazing place to stay,0
it is in a great location friendly staff who speak decent english they have great trips you can book with them and really cheap beer ,0
the only issue is that our ac broke in our room and it was unbearably hot and could not sleep,0
we asked them multiple times to fix it and they did nothing about it,0
ac is a deal breaker for beijing in the summer time,0
i hope they would be more attentive to those types of things in the future,0
only stayed night as i had an early flight from tegel airport in the morning  was the perfect location for this,0
however i cant rate the location properly otherwise,0
if anything i would say that the area felt a bit dodgy ,0
staff allowed me to check in late which was great,0
secure with key card access to rooms ,0
clean in the rooms and bathrooms ,1
overall good value for money,0
the boat was kind of quirky,0
but we really enjoyed it,0
really close to restaurants and public transport ,0
the rooms are a little tight but we spent most of our day exploring or on the deck,0
so we didnt mind,0
awesome hostel good value for the money good location,0
it could do with more power plugs but i think its just people are using more electronics these days,0
the hostel has an excellent location with a jr station just outside,0
in fact i stayed here twice,0
each bed has 2 power outlets and two usb ports to charge electronics,0
it also includes a safe to keep valuables,0
the bags are conveniently stored in the big space below the beds,0
theres also a tatami floor in the room,0
hachi the owl is really cute greeting travelers in the reception,0
the common area has 2 pcs and theres place to enjoy the food bought in the konbini from across the street,0
dont stay here at summer time ,0
this was the worst experience that ive ever had ,0
i went to many others generators before,0
but i never felt so disrespected in my entire life ,0
im traveling with my mom which is nearly 60 they put us on the 4 floor but the lift wasnt working for two days but that not the worst the bedroom tells more like a sauna that a room when i asked for help they gave us only one fan  the smallest type that you can imagine  ,0
so we stayed 2 days but couldnt enjoy,0
great location really spacious rooms clean but security was poor as found someone sleeping in my bed as mostly reception gives you a room key usually without checking your name,1
really enjoyed it,0
i got involved in the workshops that they offered,0
i did a free walking tour to a temple as well as,0
a wagashi traditional japanese sweets workshop which was an amazing experience,0
i also rented the bikes they had which was really affordable and a great way to travel tokyo,0
would stay again,0
tbh wasnt good place for me hostel is on the 4th floor of building without elevator ,0
so when u check inout u have to go up and down ur self with ur stuffs ,0
and receptions not really stay at hostel dont know why ,0
so when u need some info u cant ask to receptions at hostel they have only 2 small toilets ac is not really work location is main street in hongdae area ,0
but thats kinda problem ,0
bc they have street performance every time ,0
so always really noisy,0
clean room friendly helpful staff and a good atmosphere,1
definitely recommend and stay again,0
great hostel with great people,0
okay hostel  serves its purpose,0
good location but quite difficult to find,0
showers okay  quite clean ,1
big rooms but beds are super uncomfortable but worth it for the location which is smashing  5 min stroll from bars restaurants metro and a short taxi to the bus terminal,0
super cool ambience at this backpacker hostel,0
it was such a rare find specially having spent last 4 months in india and after staying at so many hostels the hosteller delhi definitely deserves 10 on 10 for every reason,0
clean comfortable good vibes good food and wonderful interiors,1
their events like movie nights and pub crawls are so fun seems like the night never ends in the hosteller ,0
great all round,0
we had the best time,0
its a hostel and looks and feels like one also quite noisy but the private room was the best we had in india and we had the best time and met great people,0
awesome location with a great common area right in the centre,0
great kitchen facilities and really social,0
would recommend,0
the hostel was fairly quiet  possibly due to its location,0
unfortunately the bathroom and bedroom floors had not been cleaned prior to our arrival,1
we politely requested that the bathroom be cleaned which to our disappointment was not done throughout our stay,1
besides this the beds were clean and the staff were very helpful,1
loved the stay at eastseven,0
might just be my new favorite hostel,0
i was suffering some kind of migraine and feeling extremely dizzy and sick and the staff were helpful enough to get a big icepack from the bar that i could put on my head and later a plastic bag of ice cubes,0
i would have called an ambulance if not for them so appreciate it very much,0
and they adapted well to a situation they seemingly hadnt encountered before,0
id say this is one of the better hostels in the paris,0
its near pigalle a happening neighbourhood and reasonably priced,0
bathrooms and rooms are reasonably clean albeit a little small,1
the staff was friendly,0
its not really a partysocializing place and there werent many activities to meet other travellers,0
the hostel is really cheap and good value for money,0
but 2 things i did not like at all lockers in the room have wierd locking system so that noone uses them maybe when you buy a pedlock at the reception it may work but me and all my room mates couldnt find the way how to lock it so that our belongings would be kept on a safe place,0
to sleep with valuable things under the pillow is just not cool,0
the cleanliness of showers and toilets was awful,1
but staff was very nice esp,0
danielle ,0
thx,0
good location and nice staff,0
not the cleanest place ive ever stayed,1
the bed wasnt that comfortable and there wasnt enough space to put the luggages,0
the atmosphere wasnt that great either,0
i stayed in three other hostels  guesthouses in tokyo that were much nicer,0
considering the cheap price this one is good value for money,0
the hostel is really well located in a nice 7 store building,0
the last floor is the bar with a terrace which has a nice view of the city,0
the rooms have a good size with a lot of space and each bed had an outlet and a reading light which is really helpful,0
besides that the bathroom is inside the bedroom,0
really good and clean,1
the only negative point is that i stayed on the first floor which can be really loud at early hours but an earplug solved the problem,0
totally recommended,0
we only stayed for one night as we were passing through to kyrgyzstan,0
however we had a great time and the staff were really helpful,0
you are only a small walk from the bazar ,0
note if you take the metro turn right and walk until you come to a set of traffic lights big intersection,0
here you will go left over a bridge over railway,0
keep to the right as you will see a set of stairs that go down to the road,0
turn right and then the hostels street is not far up on your left,0
honestly such a lovely trip,0
at first the place seems too big and that hostel vibe might be forfitted but if you involve yourself in the activities run daily like the pub crawl youll meet so many people,0
really great trip and good area pools so shallow though but still fun,0
astor victoria was a great place to stay with very nice helpful staff,0
the breakfast is incredible too,0
although they do not have a free breakfast it only costs one pound so it is a great deal and will save you a lot of money,0
the rooms are clean and you get your own compartment to store your belongings,1
i would definitely recommend this hostel if you are okay walking a good amount,0
pretty much a standard hostel,0
the room was kinda small we had a 4 bedroom,0
the communal showers were clean so there wasnt an issue with that and our room itself was clean,1
only like a 10 minute walk from kings cross too,0
my experience was bad in this hostel with staff as i called one of my friend from outside the hostel to my room for some time,0
after that i got an email from reception saying its against the hostel policy to call guests on the room,0
i checked all the terms and conditions after that but didnt find anything like this,0
i replied to them saying that this is not mentioned in the tc rules but still they were rude and denying this,0
also after 12 pm you cant go out as all the doors get locked,0
lovely hostel the picture online do not do it any justice,0
we had a private room which as great because there was loads of room big kitchen and sofa to you to use,0
the bar next door where you can get discounted food and drinks is great and really cheap and the food is good,0
very clean,1
and you get given towels,0
the hostel is in a good location and the place looks nice when you enter almost hotel like but when i entered my room it wasnt what i expected,0
there were barely any plugs for a room of 12 people and only 2 small bathrooms which was not ideal,0
my backpack also didnt fit in the locker which was odd because i did not have an overly large backpack and i was uncomfortable leaving it on my bed,0
so i had to use luggage storage instead a little inconvenient,0
i enjoyed my stay at this hostel,0
i found the staff to be friendly,0
the hostel in a grate location,0
room was nice and bed was comfortable to sleep in ,0
will definitely be staying there again,0
wish they leave the drinking water out all night but really enjoy my time there,0
great but no air conditioned,0
and they put a windows that only does open 5cms,0
it was a decent place to stay id stay again,0
staff were nice ,0
pros 1,0
close to eurostar train and underground metro convenient 2,0
every bed have a light switch attached to headboard and includes both usb and outlet charging station ,0
cons ,0
1,0
the showers at this place isnt scorching hot enough for me  ,0
2,0
no ac so windows must be left open or itll be horridly stuffy with 10 people inside,0
when the windows are open the outside carstrucks are very loud so put earplugs on ,0
rooms smell of sweat and bo,1
i dont think they do enough washing of the mattress pads and the female above me wasnt even using her sheets to sleep on which was extremely gross,1
common area closes at 130am,0
which is bizarre since all other hostels are open 24hrs and no food in rooms,0
one of the staff notified me at 130 that kitchen was closed as soon as i finished making my meal i asked where i could finish it,0
and he said not in the hostel,0
i had to finish my food on the curb outside,0
the showers could do with a bench to stop belongings from getting soaked,0
the room was extremely hot and stuffy and bathroom lacked power sockets,0
super friendly staff and sociable patrons  really easy to make friends in the downstairs bar which doubles as the lounge,0
the showers are a bit old and the upper level rooms were incredibly hot during the summer making it hard to sleep at night,0
the staff were so friendly and helpful,0
my only complaint is that the hostel is located down a narrow alley that makes it difficult to find at first and extremely creepy to walk down at night,0
a comfortable spot to bunker down for a few nights if needed,0
very close to kings cross station busses and the underground,0
the room had 2 bunk beds in that were so close to one another you could only just get through,0
the only space you have to sort stuff from your bag is the where your feet are as you step into the room,0
locket is big enough,0
bathroom is basic,0
one of our favourite hostels,0
the bar is a good place to meet people with a happy hour 89pm where beers are â‚¬1,0
also theres a italian restaurant around the corner that does good takeaway pizzas,0
in the hostel the rooms are spacious and theres six bathrooms with showers on each floor 3 womens 3 mens,0
so theres nearly always at least one free,0
only let down is the nearest supermarkets quite far away,0
but its fine if you dont mind walking,0
the hostel is located in a quiet and nice neighborhood the building and facilities are well preserved with excellent conditions ,0
upon our arrival the friendly staff helped with the whereabouts and directions to the nicest places in london,0
it only takes a nice 5 minutes walk to the tube or one of 3 free museums around ,0
manuel and rui were very kind throughout our stay,0
 ,0
i highly recommend this place we will come back for sure,0
great location very friendly staff a decent bar on the first floor ,0
close to the subway and small grocery store across the street,0
overall fine doesnt have much atmosphere especially as a solo traveller,0
rooms were hot and little squishy,0
excellent place ,0
i would return ,0
all the desk workers were wonderful and the guests were very nice too ,0
the cleaning crew was also nice to everyone ,0
bar tenders were nice ,0
great experience ,0
we had one traveler in our dorm that would turn on the light every time he felt the urge ,0
disrespectful of all the rest of us ,0
dont know how the generator could change this guys behavior ,0
dont blame any one but him,0
it was a beautiful location but not very close to the center of town,0
i found this difficult because i had the hardest time navigating the metro system in france,0
there is a cool bar downstairs and a good free breakfast in the morning,0
my room did not have enough lockers for the number of beds,0
really nice and comfortable hostel,0
extremely clean great facilities friendly and helpful staff,1
in a good location with easy public transport connections to the main sites although these are also easily accessible on foot,0
rooms were really clean with own light plug sockets and large locker for each bed,1
hostel bar and cafe were great options but it was also fun to grab a beer from the shop and socialise outside,0
great hostel,0
a very nice place close to ikebukuro station,0
it was affordable clean and had very nice staff,1
the facilities were clean and were enough for the 10 bed dorms,1
the cafÃ¨ that turned into a bar evening was a nice addition as well,0
location really close to metro and two major train stations,0
some are saying its sketchy,0
i had no problems though i did see girls being catcalled a few times ,0
the hostel was fantastic in every respect security lockers cleanliness except for the fact that its too hot at night,1
cant open the window more than an inch,0
we had to open the hallway door to get some cool air into the room ,0
noise wasnt an issue but we were on the 5th floor,0
request a higher floor if youre worried about noise,0
had a great time,0
pints very cheap  had sky sports,0
atmosphere is brilliant  the irish girl at the bar is a great laugh,0
will be back for sure,0
amazing place and brilliant staff,0
great location,0
could do with air conditioning as it gets very warm at night,0
very comfortable rooms amazing service and help from max,0
local suburb is a short train ride from city offering a cosy and friendly local environment,0
would recommend,0
amazing place,0
100 recommended,0
staff are friendly and helpful to everything you need,0
burgers are amazing,0
will stay here again,0
cheap bed no frills,0
have stayed in better and worse places throughout london,0
would consider staying here again next time im in london,0
perfect location ,0
it was a really great stay,0
they recommended some great places to visit and the location is perfect,0
good although it was really really hot in the bedrooms,0
the best part of the hostel the bathrooms,0
the showers are amazing and very clean,1
first hostel ive been to where you have to pay extra for bed linen,0
too many teenagers,0
pretty far out of the city centre,0
got upgraded to 4 bed room everything was pretty good at what was advertised,0
the location and staff are amazing the problem is that the hostel is not very clean and i had two nights where we had problems figuring out what beds were open because they dont clean the old beds and check the rooms before new people stay at the hostel,1
also there was so much old junk under the bed it was terrifying,1
the staff were very nice and helpful though which was nice,0
many restaurants in the neighbourhood,0
kitchen only open 8am  9pm,0
elevator out of order when i left with my luggage,0
the room was not to hot although it was a heatwave,0
near to the metro and easy access to both the airport bus x9 and haubtbahnhof,0
best hostel ive stayed at in beijing,0
super friendly and accommodating staff who treated me as a genuine friend rather than just a guest,0
the bedroom setup offered comfortable privacy and facilities were clean comfortable and new,1
only complaint is that the bathroom is outside but it was barely a nuisance,0
in the winter it may be a bigger deal,0
otherwise convenient location close to metro and very safe,0
right in an old hutong with a nice old beijing feel,0
phenomenal staff,0
the place is greatright downtown,0
only negative is the bar downstairs,0
toronto argos game was on tv,0
i asked the bartender twice to switch on the game even though the place was empty but he didnt care otherb than that good place,0
it was an amazing experience,0
truly loved it,0
everything was really good,0
overall a very cool place there was always something going on lovely atmosphere and fellow guests,0
the 4bed dorm was clean although not having a socket anywhere close to your bed was a bit of a pain,1
the toilet and showers had a weird smell and couldve been cleaner however there was nothing extraordinarily repelling,1
the staff member i met when checking out wasnt the nicest on earth,0
and i had some trouble understanding them,0
all in all i would recommend this place for a short city break,0
good communal area with lots of seating and a nice bar no cooking facilities and was far out of town but close to a station so takes 20 mins to get to the center,0
good lockers in the room and fairly quiet outside at night,0
grand hostel berlin is beautiful and more importantly very clean,0
the library bar downstairs is cozy and ideal for making new friends which is great because the staff doesnt get too hyped about the daily events such as the family dinner or german lessons,0
despite the lack of enthusiasm the staff is helpful and go above and beyond to assist you in figuring out the logistics of your stay,0
the hostel is new and the facilities are wellthought comfortable mattress small locker for valuables in the cabin lock to leave the suitcases in the common room,0
the bathroom is clean,1
i was afraid it would be loud because there is no door between the sleeping area and the entrance also the main common room but because there is nothing to do in the main room no kitchen area or bookshelves it was quiet,0
the hostel is just a dormitory a place to sleep perfect for me,0
staff very warm,0
i liked the hostel,0
you can take the metro directly from the airport to the stop near the hostel which is great,0
the walking directions they have are perfect,0
everyone is very friendly and the room is nice,0
the shower was hot ,0
i have two minor complaints the air conditioner wasnt working too well and the windows had no curtains,0
that made it difficult to sleep ,0
i really liked this place,0
the front desk was very accommodating with me leaving early the next day,0
i wish i had more time there,0
good hostel overall ,0
not much of a social atmosphere,0
everyone seems to stick to themselves ,0
kitchen is decent except lacks stovetop ,0
no fans or ac in dorms very hot on a summers eve 10 bed dorm,0
great place in paris,0
great location as it is an easy walk to the underground or to use the buses nearby along with tourist attractions,0
we were a group of 4 mid 20s backpacking around europe  enjoyed the hostel and bar,0
super nice workers,0
felt extremely safe entire time and loved we were able to leave our bags there after checkout to explore,0
only downfall is no ac in summer,0
our room was not street side and had no airflow,0
so we were sweating horribly all night,0
got fan for 2nd night,0
but its pretty small,0
decent hostel too big to really have a good atmosphere  feels more like a hotel,0
the location is good,0
very nice and welcome stuff clean,1
 the other gests are very friendly a great place to stay in tokyo ,0
and the domitory room was quiet,0
so we had good sleep ,0
there is a big bath,0
we enjoyed it that was great ,0
when i come to this area i definitely stay here,0
 good sized beds showers and toilets on each level early check in was available cafebar downstairs very clean  not very central probably 1015 min walk to nearest subwaytrain have to rent towels they dont provide them no storage areas in your room for luggage its stated that there is,1
but its an unrealistic space for 10 people to share,0
staff were super friendly,0
showers were really powerful but shot out and you have to have the curtain closed because the water goes everywhere,0
also have to turn them back on every 2 minutes when they go off automatically,0
have to pay for lockers in the rooms,0
atmosphere is good,0
beds were really clean,1
pros fantastic location especially compared to many other paris hostels great bar with nice courtyard solid free breakfast clean good ac cons crowded room and overall hostel layout a little difficult meeting other travellers not the best vibe,1
showers were small and muggy with only one per floor,0
great location and friendly fun staff,0
excellent central location with access to bikes trains busses etc,0
staff were either drunk or high or both,0
rooms were basic with a small locker that didnt work very well,0
bathroom was disgusting didnt want to use it but didnt have any choice,0
 showers were push button that lasts max 6 seconds and then the light would turn off because its movement activated but it cant see you in the shower,0
a girl i met was in a 10 mix room with 9 guys,0
everything was going great  the singing receptionist the room the kitchen the location the price  until i saw the shower,1
its just me i know but if it were my place id bleach the crap out of that shower or use clove oil and remove the mould in there top to bottom,1
again it was a great place to stay in ,0
super nice place easy to meet people and has a kitchen p easy to get around the city if you have a ubahn pass,0
it is centrally located,0
the staff is really helpful,0
if you miss the all you can have breakfast,0
you are missing something for sure,0
place is neat and clean,1
people are also good,0
very dirty,1
the beds were very bad,0
i was disappointed in this hostel especially after seeing all the great reviews,0
i got an email after checking out saying if we didnt have a good stay to email them directly instead of publishing a review here,0
i will not do that as others should know what i think,0
the staff didnt make me feel welcome,0
once i checked in i had a question the staff wanted to make me wait 30 mins before answering a question,0
extremely hot in the rooms  it was a big deal to get a fan,0
wouldnt recommend,0
the rooms are very comfortable and the bathrooms are perfect,0
nice and clean,1
the breakfast is very good and tasty,0
nothing to complain about,0
upon arrival late in the night i am told that the ac in my room does not work ,0
therefore watch out for booking 6bedroom in this hostel,0
considering it is 115 fahrenheit  45celsius in delhi you might wanna stay a place where you are certain you will have ac,0
dirty linnen black hairs everywhere in my bed along with old chewing gum,1
main door can only be opened from the reception  both when coming in and going out,0
this is on 4th floor hence it will be difficult to get out in case of fire,0
we had a quick stay here only 2 nights but we had a pretty good time,0
the barclub was a lot of fun,0
staff wasnt extremely helpful when recommending places to eat other than their restaurant downstairs,0
fooddrink was a bit pricey in comparison to other hostels ive stayed at,0
security was really great,0
bathrooms smelled like a sewer,1
overall a good stay but probably wouldnt go out of my way to stay again,0
lots of amenities,0
rooms were very clean and spacious,1
our room had two separate showers which was great,0
staff was beyond friendly and helpful,0
it is close to the tramtrain restaurants and has a nice all you can eat breakfast in the morning,0
locks on lockers are a weird shape so my lock didnt fit in it but it felt safe enough there,0
so i went without,0
there were quite a few families staying during our time,0
i also found it wasnt the most social of hostels despite its large size,0
gorgeous building spacious and well ventilated rooms afaic,0
recommended,0
stayed here just for two nights in a mixed dormitory,0
it was nice having a shared bathroom in the room and the curtains around each bed gave you that extra bit of privacy,0
the kitchen was well equipped and nice to eat in and there was lots of space to store your food,0
i found it a bit unsociable as the main common room was just like a living room with people watching the football so there was no opportunity to meet people or i wasnt told of any social activities available,0
the location made this hostel,0
it was right in the centre of the city with a train and tube station right near by so you could get anywhere,0
they also offered a pub crawl which was good and allowed you to meet people ,0
however the rooms in the hostel are extremely hot there is an option to rent a fan although this doesnt help much,0
the showers are communal with no curtains or private changing area,0
i would prefer to stay somewhere else if i visited berlin again,0
the place looked more like a hotel than a hostel,0
sure they had a rooftop bar and a kitchenbarclub downstairs,0
but there wasnt a real common area to just chill with people near your dorm,0
i guess i just wanted a different atmosphere,0
kitchen staff were lovely and so were the security,0
reception staff were nice enough but several just had the worst attitudes like not even acknowledging your existence after you greeted themopened the door for them,0
place was near heaps of shops solid outfit,0
the best hostel i have been in this trip,0
the bathrooms were big and clean the dorms are really spacious,0
the location is near downtown the staff is great,0
cleanness good atmosphere free coffee,1
i felt really comfortable in this hostel and i was sharing a 10 bedroom dorm,0
but it was really spacious,0
and we had big windows,0
so it was fresh,0
it also has a big and clean kitchen with free food rice and pasta and it was really good,1
it has a great value for one of the cheapest hostels in berlin,0
this hostel is really more of a hotel with dorm rooms it doesnt have that chilled out hostel vibe,0
ive become more accustomed to but it is clean,0
you are charged for towels and storing your bag at an expensive rate find one in town,0
some of the showers are communal but they have private options ,0
huge thanks to sandra who dealt with a difficult issue with someone in my dorm in the middle of the night professionally and sensitively,0
 i really appreciated it,0
this woman needs a promotion,0
nice room on the rooftop with a view of scare coeur,0
i found it was very expensive,0
but its paris after all,0
the location itself was not the best belleville but it was 5 minutes away from the metro which i took everyday to get to the 17 arrondissements,0
the rooftop unfortunately closes at 10 pm so that sucks,0
clean room and nice bar downstairs,1
i just wish they would be more mindful of creepy drunk men from off the street coming into the bar ,0
what a great party i had there,0
really enoyed deals and live music,0
met nice people and staff was great,0
very nice atmosphere,0
beds were pretty comfy and the ac in the rooms was so clutch,0
the staff were all super nice and helpful,0
the bar is definitely a more local spot but was still enjoyable,0
didnt meet too many people,0
but i was also there on a tuesday night,0
this is the best location for visiting tokyo,0
just one station from harajuku but it feels like a world away in its quiet neighborhood,0
its easy to go from here to all the major areas of tokyo,0
also the staff were very kind and helpful and good at making coffee,0
the air conditioning was also excellent important for the hot months,0
100 recommendation this hostel,0
holeleak in the ceiling of room c meaning at least 2 beds are completely unusable,0
only one toilet in a room of 16 invariably led to a an unpleasent smell through the door into the toiletshower area,1
showerheads not attached to the wall ,0
staff were friendly and did put a sign up on the second day of my stay to offer a room change due to the ceiling,0
free breakfast was good,0
location ideal,0
good value for only Â£12 per night,0
the hostel had a great bar area which was sociable when you wanted to be,0
i stayed in two rooms and the first 4 bed dorm was tiny without a mirror or any space for your bags however the second had much more room and a mirror,0
it is not on a jr line but easy to walk to from a jr station,0
would recommend for all types of travellers,0
it is in a really convenient location and the place is really quite,0
the staff were very very nice but a bit of a walk to the train station to get to central berlin,0
there was a really nice park next to the hostel however which we chilled in quite often,0
great hostel in a good location,0
close to tube stations to get all around london,0
primary complaint is the temperature in the room,0
way too hot,0
the security was great and each bed had its own security locker,0
great place good location close to the river,0
 rooms are very stuffy with no airflow even with windows open needs fans or even better aircon other then that it was good,0
it was a nice clean hostel only a short walk from the moulin rouge and sacre coeur,1
at night it changes alot pigalles red light district is interesting to say the least we were offered the best pussy in paris on multiple occasions,0
the other main sights in paris were only accessible by metro unless you want to walk for a long time,0
overall a good hostel with a questionable location,0
stayed for a couple of nights to see one of my favourite bands,0
place was tidy the room had everything i needed they did a decent breakfast they are ideally located and no complaints at all ,1
they even sell trooper beer,0
ðŸ»ðŸ˜,0
i stayed here assuming there were comunal areas or more to do in montmartre,0
up the hill theres bougie wine bars and overpriced shops down the hill strip clubs and sex shops,0
a man followed me for 6 blocks soliciting sex unsafe,0
1st day in my tiny dorm a girl was switched to my room because a guy in hers was masturbating in front of her 0,0
space 0 privacy,0
booked 4 nights and left day 2 due to bedbug infestation,1
they gave me a partial refund,0
breakfast sucks but staff is cool,0
overpriced,0
atmosphere is fantastic the hostel is big and clean staff are so accommodating and helpful,1
socially its great too so good for solo travellers and metro stops are not too far away either,0
great location to base yourself and see all of london,0
such friendly staff,0
i loved the spaniard girl from the reception she was so nice and kind with us she helped us a lot and recommended us a lot of new places to visit in berlin,0
we felt very welcomed this hostel should be proud to have her in its staff ,0
ps the room was very nice and clean  ill definitely stay there if id go back to berlin ,1
loved this hostel so close to transport and pretty much on the doorstep of the east side gallery,0
the hostel had a pool but unfortunately it was being repaired when we stayed so didnt get to use it,0
our room was really cool and the hostel made an effort with decorations etc,0
dont really have any negatives other than the price was a little high in comparison to other places weve stayed but the staff and amenities made up for that,0
would stay again,0
was just stopping by for a night,0
but i extended to 3 because i enjoyed this place,0
delhi can be hot and hectic i found joeys to be quite a safe haven,0
met some really great people here including josh who will help you with any of your needs and some incredible philosophical insight,0
thanks again guys ,0
stayed at lazy fox den for 8 nights and am so glad i chose this hostel,0
the staff are incredible often joining the travellers in their touristic ventures as well as providing native korean help to directions booking taxis and general admin,0
they offer a laundry service for 3000w which was efficient and i found the other travellers really pleasant and look forward to seeing some of them again soon,0
would 100 recommend people of all ages and backgrounds,0
ill be back soon,0
website had told us 8 left in an 8 specific 8 bed dorm so we booked all 8 for seven of us,0
we arrive and they tell us we are split 4  4,0
i ask for a refund for 1 and fair enough they said no,0
however as we return from our nightout our booked bed in one of the rooms had been taken,0
due to there now being someone booked in our bed the next morning i asked for a refund and they declined even though they had booked someone in the bed,0
they knew we had seven and knew that bed was free,0
ðŸ‘ŽðŸ»,0
the staff are the least helpful people you will ever come across,0
arrived at 2 and queued for 30 mins for check in and got told it would be 20 mins until we could actually check in,0
went back after 20 mins queued again for 30 mins and got told it would be another 30 mins before the room was ready,0
queued again and it was finally ready went upstairs and realised it was dirty and had an awful smell,1
avoid this place,0
decent location close to bus stops and the ubahn turmstraÃŸe ,0
the hostel was very clean and the staff were friendly and helpful,1
it was particularly hot when i stayed and they let me keep my insulin in their fridge  ,0
the hostel is quite secure you even need your key card to get up the stairs to the rooms and to enter the bedrooms themselves do dont forget it,0
we really enjoyed our stay at generator  paris,0
so much so that we decided to cancel our next booking in amsterdam and change to the generator  amsterdam hostel,0
great place great people good food and atmosphere,0
we really enjoyed our stay and would return for another visit,0
highly recommended,0
fantastic place to stay,0
its not right in the middle of downtown tokyo,0
but its super easy to get to and from,0
theres lots of places to eat and shop around and they have a restaurant in house if you dont want to leave,0
very big hostel with a lot of organized groups,0
however the bar is fun the staff always friendly and there are a lot of common areas so you meet people,0
good for solo travelers,0
